Title= "LBM Lid Driven Flow"
VARIABLES= "X","Y","Z","U","V","UZ"
ZONE T= "BOX",I= 37,J= 37,K= 37,F= POINT
0 0 0 0 0 0
0 0 0.0277778 0 0 0
0 0 0.0555556 0 0 0
0 0 0.0833333 0 0 0
0 0 0.111111 0 0 0
0 0 0.138889 0 0 0
0 0 0.166667 0 0 0
0 0 0.194444 0 0 0
0 0 0.222222 0 0 0
0 0 0.25 0 0 0
0 0 0.277778 0 0 0
0 0 0.305556 0 0 0
0 0 0.333333 0 0 0
0 0 0.361111 0 0 0
0 0 0.388889 0 0 0
0 0 0.416667 0 0 0
0 0 0.444444 0 0 0
0 0 0.472222 0 0 0
0 0 0.5 0 0 0
0 0 0.527778 0 0 0
0 0 0.555556 0 0 0
0 0 0.583333 0 0 0
0 0 0.611111 0 0 0
0 0 0.638889 0 0 0
0 0 0.666667 0 0 0
0 0 0.694444 0 0 0
0 0 0.722222 0 0 0
0 0 0.75 0 0 0
0 0 0.777778 0 0 0
0 0 0.805556 0 0 0
0 0 0.833333 0 0 0
0 0 0.861111 0 0 0
0 0 0.888889 0 0 0
0 0 0.916667 0 0 0
0 0 0.944444 0 0 0
0 0 0.972222 0 0 0
0 0 1 0.1 0 0
0.0277778 0 0 0 0 0
0.0277778 0 0.0277778 0 0 0
0.0277778 0 0.0555556 0 0 0
0.0277778 0 0.0833333 0 0 0
0.0277778 0 0.111111 0 0 0
0.0277778 0 0.138889 0 0 0
0.0277778 0 0.166667 0 0 0
0.0277778 0 0.194444 0 0 0
0.0277778 0 0.222222 0 0 0
0.0277778 0 0.25 0 0 0
0.0277778 0 0.277778 0 0 0
0.0277778 0 0.305556 0 0 0
0.0277778 0 0.333333 0 0 0
0.0277778 0 0.361111 0 0 0
0.0277778 0 0.388889 0 0 0
0.0277778 0 0.416667 0 0 0
0.0277778 0 0.444444 0 0 0
0.0277778 0 0.472222 0 0 0
0.0277778 0 0.5 0 0 0
0.0277778 0 0.527778 0 0 0
0.0277778 0 0.555556 0 0 0
0.0277778 0 0.583333 0 0 0
0.0277778 0 0.611111 0 0 0
0.0277778 0 0.638889 0 0 0
0.0277778 0 0.666667 0 0 0
0.0277778 0 0.694444 0 0 0
0.0277778 0 0.722222 0 0 0
0.0277778 0 0.75 0 0 0
0.0277778 0 0.777778 0 0 0
0.0277778 0 0.805556 0 0 0
0.0277778 0 0.833333 0 0 0
0.0277778 0 0.861111 0 0 0
0.0277778 0 0.888889 0 0 0
0.0277778 0 0.916667 0 0 0
0.0277778 0 0.944444 0 0 0
0.0277778 0 0.972222 0 0 0
0.0277778 0 1 0.1 0 0
0.0555556 0 0 0 0 0
0.0555556 0 0.0277778 0 0 0
0.0555556 0 0.0555556 0 0 0
0.0555556 0 0.0833333 0 0 0
0.0555556 0 0.111111 0 0 0
0.0555556 0 0.138889 0 0 0
0.0555556 0 0.166667 0 0 0
0.0555556 0 0.194444 0 0 0
0.0555556 0 0.222222 0 0 0
0.0555556 0 0.25 0 0 0
0.0555556 0 0.277778 0 0 0
0.0555556 0 0.305556 0 0 0
0.0555556 0 0.333333 0 0 0
0.0555556 0 0.361111 0 0 0
0.0555556 0 0.388889 0 0 0
0.0555556 0 0.416667 0 0 0
0.0555556 0 0.444444 0 0 0
0.0555556 0 0.472222 0 0 0
0.0555556 0 0.5 0 0 0
0.0555556 0 0.527778 0 0 0
0.0555556 0 0.555556 0 0 0
0.0555556 0 0.583333 0 0 0
0.0555556 0 0.611111 0 0 0
0.0555556 0 0.638889 0 0 0
0.0555556 0 0.666667 0 0 0
0.0555556 0 0.694444 0 0 0
0.0555556 0 0.722222 0 0 0
0.0555556 0 0.75 0 0 0
0.0555556 0 0.777778 0 0 0
0.0555556 0 0.805556 0 0 0
0.0555556 0 0.833333 0 0 0
0.0555556 0 0.861111 0 0 0
0.0555556 0 0.888889 0 0 0
0.0555556 0 0.916667 0 0 0
0.0555556 0 0.944444 0 0 0
0.0555556 0 0.972222 0 0 0
0.0555556 0 1 0.1 0 0
